"Date(UTC)","Value"
"9/5/2022 5:57:00 AM","144"
"9/5/2022 5:58:00 AM","106"
"9/5/2022 5:59:00 AM","89"
"9/5/2022 6:00:00 AM","97"
"9/5/2022 6:02:00 AM","115"
"9/5/2022 6:03:00 AM","123"
"9/5/2022 6:04:00 AM","111"
"9/5/2022 6:05:00 AM","143"
"9/5/2022 6:06:00 AM","96"
"9/5/2022 6:07:00 AM","122"
"9/5/2022 6:08:00 AM","118"
"9/5/2022 6:09:00 AM","155"
"9/5/2022 6:10:00 AM","128"
"9/5/2022 6:11:00 AM","0"
"9/5/2022 6:12:00 AM","0"
"9/5/2022 6:13:00 AM","256"
"9/5/2022 6:14:00 AM","0"
"9/5/2022 6:15:00 AM","0"
"9/5/2022 6:16:00 AM","301"
"9/5/2022 6:17:00 AM","325"
"9/5/2022 6:18:00 AM","374"
"9/5/2022 6:19:00 AM","369"
"9/5/2022 6:20:00 AM","163"
"9/5/2022 6:21:00 AM","281"
"9/5/2022 6:22:00 AM","0"
"9/5/2022 6:23:00 AM","335"
"9/5/2022 6:24:00 AM","192"
"9/5/2022 6:25:00 AM","390"
"9/5/2022 6:26:00 AM","364"
"9/5/2022 6:27:00 AM","411"
"9/5/2022 6:28:00 AM","0"
"9/5/2022 6:29:00 AM","0"
"9/5/2022 6:30:00 AM","405"
"9/5/2022 6:31:00 AM","226"
"9/5/2022 6:32:00 AM","327"
"9/5/2022 6:33:00 AM","369"
"9/5/2022 6:34:00 AM","311"
"9/5/2022 6:35:00 AM","340"
"9/5/2022 6:36:00 AM","86"
"9/5/2022 6:37:00 AM","121"
"9/5/2022 6:38:00 AM","68"
"9/5/2022 6:39:00 AM","97"
"9/5/2022 6:40:00 AM","122"
"9/5/2022 6:41:00 AM","218"
"9/5/2022 6:42:00 AM","89"
"9/5/2022 6:43:00 AM","112"
"9/5/2022 6:44:00 AM","72"
"9/5/2022 6:45:00 AM","103"
"9/5/2022 6:46:00 AM","93"
"9/5/2022 6:47:00 AM","97"
"9/5/2022 6:48:00 AM","69"
"9/5/2022 6:49:00 AM","125"
"9/5/2022 6:50:00 AM","71"
"9/5/2022 6:51:00 AM","91"
"9/5/2022 6:52:00 AM","109"
"9/5/2022 6:53:00 AM","97"
"9/5/2022 6:54:00 AM","91"
"9/5/2022 6:55:00 AM","101"
"9/5/2022 6:56:00 AM","87"
"9/5/2022 6:57:00 AM","93"
"9/5/2022 6:58:00 AM","100"
"9/5/2022 6:59:00 AM","102"
"9/5/2022 7:00:00 AM","169"
"9/5/2022 7:01:00 AM","203"
"9/5/2022 7:02:00 AM","80"
"9/5/2022 7:03:00 AM","95"
"9/5/2022 7:04:00 AM","100"
"9/5/2022 7:05:00 AM","124"
"9/5/2022 7:06:00 AM","71"
"9/5/2022 7:07:00 AM","70"
"9/5/2022 7:08:00 AM","76"
"9/5/2022 7:09:00 AM","109"
"9/5/2022 7:10:00 AM","71"
"9/5/2022 7:11:00 AM","105"
"9/5/2022 7:12:00 AM","92"
"9/5/2022 7:13:00 AM","81"
"9/5/2022 7:14:00 AM","113"
"9/5/2022 7:15:00 AM","92"
"9/5/2022 7:16:00 AM","116"
"9/5/2022 7:17:00 AM","197"
"9/5/2022 7:18:00 AM","142"
"9/5/2022 7:19:00 AM","107"
"9/5/2022 7:20:00 AM","122"
"9/5/2022 7:21:00 AM","116"
"9/5/2022 7:22:00 AM","80"
"9/5/2022 7:23:00 AM","97"
"9/5/2022 7:24:00 AM","105"
"9/5/2022 7:25:00 AM","122"
"9/5/2022 7:26:00 AM","96"
"9/5/2022 7:27:00 AM","97"
"9/5/2022 7:28:00 AM","83"
"9/5/2022 7:29:00 AM","146"
"9/5/2022 7:30:00 AM","121"
"9/5/2022 7:31:00 AM","160"
"9/5/2022 7:32:00 AM","99"
"9/5/2022 7:33:00 AM","173"
"9/5/2022 7:34:00 AM","110"
"9/5/2022 7:35:00 AM","632"
"9/5/2022 7:36:00 AM","143"
"9/5/2022 7:37:00 AM","152"
"9/5/2022 7:39:00 AM","133"
"9/5/2022 7:40:00 AM","98"
"9/5/2022 7:41:00 AM","102"
"9/5/2022 7:42:00 AM","106"
"9/5/2022 7:43:00 AM","78"
"9/5/2022 7:44:00 AM","88"
"9/5/2022 7:45:00 AM","107"
"9/5/2022 7:46:00 AM","119"
"9/5/2022 7:47:00 AM","134"
"9/5/2022 7:48:00 AM","96"
"9/5/2022 7:49:00 AM","132"
"9/5/2022 7:51:00 AM","174"
"9/5/2022 7:52:00 AM","157"
"9/5/2022 7:53:00 AM","107"
"9/5/2022 7:54:00 AM","124"
"9/5/2022 7:55:00 AM","247"
"9/5/2022 7:56:00 AM","111"
"9/5/2022 7:57:00 AM","84"
"9/5/2022 7:58:00 AM","151"
"9/5/2022 7:59:00 AM","145"
"9/5/2022 8:00:00 AM","286"
"9/5/2022 8:01:00 AM","220"
"9/5/2022 8:02:00 AM","141"
"9/5/2022 8:03:00 AM","155"
"9/5/2022 8:04:00 AM","249"
"9/5/2022 8:05:00 AM","118"
"9/5/2022 8:06:00 AM","150"
"9/5/2022 8:07:00 AM","190"
"9/5/2022 8:08:00 AM","89"
"9/5/2022 8:09:00 AM","131"
"9/5/2022 8:10:00 AM","252"
"9/5/2022 8:11:00 AM","252"
"9/5/2022 8:12:00 AM","252"
"9/5/2022 8:13:00 AM","86"
"9/5/2022 8:14:00 AM","132"
"9/5/2022 8:15:00 AM","116"
"9/5/2022 8:16:00 AM","97"
"9/5/2022 8:17:00 AM","116"
"9/5/2022 8:18:00 AM","149"
"9/5/2022 8:19:00 AM","132"
"9/5/2022 8:20:00 AM","261"
"9/5/2022 8:21:00 AM","305"
"9/5/2022 8:22:00 AM","158"
"9/5/2022 8:23:00 AM","121"
"9/5/2022 8:24:00 AM","134"
"9/5/2022 8:25:00 AM","184"
"9/5/2022 8:26:00 AM","313"
"9/5/2022 8:27:00 AM","87"
"9/5/2022 8:28:00 AM","125"
"9/5/2022 8:29:00 AM","107"
"9/5/2022 8:30:00 AM","177"
"9/5/2022 8:31:00 AM","102"
"9/5/2022 8:32:00 AM","113"
"9/5/2022 8:33:00 AM","142"
"9/5/2022 8:34:00 AM","185"
"9/5/2022 8:35:00 AM","104"
"9/5/2022 8:36:00 AM","126"
"9/5/2022 8:37:00 AM","86"
"9/5/2022 8:38:00 AM","226"
"9/5/2022 8:39:00 AM","152"
"9/5/2022 8:40:00 AM","93"
"9/5/2022 8:41:00 AM","102"
"9/5/2022 8:42:00 AM","81"
"9/5/2022 8:43:00 AM","83"
"9/5/2022 8:44:00 AM","143"
"9/5/2022 8:45:00 AM","139"
"9/5/2022 8:46:00 AM","175"
"9/5/2022 8:47:00 AM","90"
"9/5/2022 8:48:00 AM","261"
"9/5/2022 8:49:00 AM","128"
"9/5/2022 8:50:00 AM","102"
"9/5/2022 8:51:00 AM","151"
"9/5/2022 8:52:00 AM","131"
"9/5/2022 8:53:00 AM","145"
"9/5/2022 8:54:00 AM","163"
"9/5/2022 8:55:00 AM","117"
"9/5/2022 8:56:00 AM","135"
"9/5/2022 8:57:00 AM","129"
"9/5/2022 8:58:00 AM","84"
"9/5/2022 8:59:00 AM","73"
"9/5/2022 9:00:00 AM","176"
"9/5/2022 9:01:00 AM","118"
"9/5/2022 9:02:00 AM","168"
"9/5/2022 9:03:00 AM","102"
"9/5/2022 9:04:00 AM","110"
"9/5/2022 9:05:00 AM","89"
"9/5/2022 9:06:00 AM","132"
"9/5/2022 9:07:00 AM","89"
"9/5/2022 9:08:00 AM","128"
"9/5/2022 9:09:00 AM","119"
"9/5/2022 9:10:00 AM","111"
"9/5/2022 9:11:00 AM","132"
"9/5/2022 9:12:00 AM","113"
"9/5/2022 9:13:00 AM","130"
"9/5/2022 9:15:00 AM","163"
"9/5/2022 9:16:00 AM","190"
"9/5/2022 9:17:00 AM","178"
"9/5/2022 9:18:00 AM","168"
"9/5/2022 9:19:00 AM","87"
"9/5/2022 9:20:00 AM","78"
"9/5/2022 9:21:00 AM","122"
"9/5/2022 9:22:00 AM","266"
"9/5/2022 9:23:00 AM","61"
"9/5/2022 9:24:00 AM","161"
"9/5/2022 9:25:00 AM","94"
"9/5/2022 9:26:00 AM","139"
"9/5/2022 9:27:00 AM","142"
"9/5/2022 9:28:00 AM","96"
"9/5/2022 9:29:00 AM","135"
"9/5/2022 9:30:00 AM","123"
"9/5/2022 9:31:00 AM","104"
"9/5/2022 9:32:00 AM","105"
"9/5/2022 9:33:00 AM","99"
"9/5/2022 9:34:00 AM","155"
"9/5/2022 9:35:00 AM","128"
"9/5/2022 9:36:00 AM","139"
"9/5/2022 9:37:00 AM","104"
"9/5/2022 9:38:00 AM","118"
"9/5/2022 9:39:00 AM","144"
"9/5/2022 9:40:00 AM","127"
"9/5/2022 9:41:00 AM","97"
"9/5/2022 9:42:00 AM","128"
"9/5/2022 9:43:00 AM","133"
"9/5/2022 9:44:00 AM","136"
"9/5/2022 9:45:00 AM","126"
"9/5/2022 9:46:00 AM","113"
"9/5/2022 9:47:00 AM","96"
"9/5/2022 9:48:00 AM","129"
"9/5/2022 9:49:00 AM","91"
"9/5/2022 9:50:00 AM","180"
"9/5/2022 9:51:00 AM","143"
"9/5/2022 9:52:00 AM","97"
"9/5/2022 9:53:00 AM","172"
"9/5/2022 9:54:00 AM","112"
"9/5/2022 9:55:00 AM","193"
"9/5/2022 9:56:00 AM","102"
"9/5/2022 9:57:00 AM","118"
"9/5/2022 9:58:00 AM","102"
"9/5/2022 9:59:00 AM","114"
"9/5/2022 10:00:00 AM","167"
"9/5/2022 10:01:00 AM","107"
"9/5/2022 10:02:00 AM","123"
"9/5/2022 10:03:00 AM","262"
"9/5/2022 10:04:00 AM","105"
"9/5/2022 10:05:00 AM","127"
"9/5/2022 10:06:00 AM","112"
"9/5/2022 10:07:00 AM","242"
"9/5/2022 10:08:00 AM","177"
"9/5/2022 10:09:00 AM","134"
"9/5/2022 10:10:00 AM","136"
"9/5/2022 10:11:00 AM","133"
"9/5/2022 10:12:00 AM","95"
"9/5/2022 10:13:00 AM","145"
"9/5/2022 10:14:00 AM","122"
"9/5/2022 10:15:00 AM","130"
"9/5/2022 10:16:00 AM","157"
"9/5/2022 10:17:00 AM","85"
"9/5/2022 10:18:00 AM","186"
"9/5/2022 10:19:00 AM","98"
"9/5/2022 10:20:00 AM","100"
"9/5/2022 10:21:00 AM","130"
"9/5/2022 10:22:00 AM","127"
"9/5/2022 10:23:00 AM","129"
"9/5/2022 10:24:00 AM","73"
"9/5/2022 10:25:00 AM","106"
"9/5/2022 10:26:00 AM","130"
"9/5/2022 10:27:00 AM","113"
"9/5/2022 10:28:00 AM","115"
"9/5/2022 10:29:00 AM","122"
"9/5/2022 10:30:00 AM","138"
"9/5/2022 10:31:00 AM","178"
"9/5/2022 10:32:00 AM","107"
"9/5/2022 10:33:00 AM","106"
"9/5/2022 10:34:00 AM","96"
"9/5/2022 10:35:00 AM","123"
"9/5/2022 10:36:00 AM","88"
"9/5/2022 10:37:00 AM","111"
"9/5/2022 10:38:00 AM","87"
"9/5/2022 10:39:00 AM","183"
"9/5/2022 10:40:00 AM","113"
"9/5/2022 10:41:00 AM","131"
"9/5/2022 10:42:00 AM","107"
"9/5/2022 10:43:00 AM","284"
"9/5/2022 10:44:00 AM","215"
"9/5/2022 10:45:00 AM","94"
"9/5/2022 10:46:00 AM","147"
"9/5/2022 10:47:00 AM","116"
"9/5/2022 10:48:00 AM","232"
"9/5/2022 10:49:00 AM","114"
"9/5/2022 10:50:00 AM","213"
"9/5/2022 10:51:00 AM","198"
"9/5/2022 10:53:00 AM","114"
"9/5/2022 10:54:00 AM","120"
"9/5/2022 10:55:00 AM","87"
"9/5/2022 10:56:00 AM","92"
"9/5/2022 10:57:00 AM","124"
"9/5/2022 10:58:00 AM","146"
"9/5/2022 10:59:00 AM","114"
"9/5/2022 11:00:00 AM","136"
"9/5/2022 11:01:00 AM","114"
"9/5/2022 11:02:00 AM","125"
"9/5/2022 11:03:00 AM","97"
"9/5/2022 11:04:00 AM","118"
"9/5/2022 11:05:00 AM","101"
"9/5/2022 11:06:00 AM","123"
"9/5/2022 11:07:00 AM","162"
"9/5/2022 11:08:00 AM","103"
"9/5/2022 11:09:00 AM","125"
"9/5/2022 11:10:00 AM","142"
"9/5/2022 11:11:00 AM","92"
"9/5/2022 11:12:00 AM","154"
"9/5/2022 11:13:00 AM","140"
"9/5/2022 11:14:00 AM","105"
"9/5/2022 11:15:00 AM","90"
"9/5/2022 11:16:00 AM","150"
"9/5/2022 11:17:00 AM","136"
"9/5/2022 11:18:00 AM","100"
"9/5/2022 11:19:00 AM","124"
"9/5/2022 11:20:00 AM","100"
"9/5/2022 11:21:00 AM","100"
"9/5/2022 11:22:00 AM","98"
"9/5/2022 11:23:00 AM","120"
"9/5/2022 11:24:00 AM","248"
"9/5/2022 11:25:00 AM","105"
"9/5/2022 11:26:00 AM","88"
"9/5/2022 11:27:00 AM","154"
"9/5/2022 11:28:00 AM","147"
"9/5/2022 11:29:00 AM","130"
"9/5/2022 11:30:00 AM","149"
"9/5/2022 11:31:00 AM","137"
"9/5/2022 11:32:00 AM","99"
"9/5/2022 11:33:00 AM","89"
"9/5/2022 11:34:00 AM","159"
"9/5/2022 11:35:00 AM","119"
"9/5/2022 11:36:00 AM","92"
"9/5/2022 11:37:00 AM","138"
"9/5/2022 11:38:00 AM","132"
"9/5/2022 11:39:00 AM","177"
"9/5/2022 11:40:00 AM","105"
"9/5/2022 11:41:00 AM","119"
"9/5/2022 11:42:00 AM","103"
"9/5/2022 11:43:00 AM","101"
"9/5/2022 11:44:00 AM","86"
"9/5/2022 11:45:00 AM","121"
"9/5/2022 11:46:00 AM","295"
"9/5/2022 11:47:00 AM","135"
"9/5/2022 11:48:00 AM","104"
"9/5/2022 11:49:00 AM","186"
"9/5/2022 11:50:00 AM","141"
"9/5/2022 11:51:00 AM","127"
"9/5/2022 11:52:00 AM","111"
"9/5/2022 11:53:00 AM","130"
"9/5/2022 11:54:00 AM","129"
"9/5/2022 11:55:00 AM","115"
"9/5/2022 11:56:00 AM","115"
"9/5/2022 11:57:00 AM","115"
"9/5/2022 11:58:00 AM","218"
"9/5/2022 11:59:00 AM","103"
"9/5/2022 12:00:00 PM","204"
"9/5/2022 12:01:00 PM","238"
"9/5/2022 12:02:00 PM","230"
"9/5/2022 12:03:00 PM","109"
"9/5/2022 12:04:00 PM","103"
"9/5/2022 12:05:00 PM","117"
"9/5/2022 12:06:00 PM","147"
"9/5/2022 12:08:00 PM","109"
"9/5/2022 12:09:00 PM","153"
"9/5/2022 12:10:00 PM","203"
"9/5/2022 12:11:00 PM","125"
"9/5/2022 12:12:00 PM","183"
"9/5/2022 12:13:00 PM","156"
"9/5/2022 12:14:00 PM","159"
"9/5/2022 12:15:00 PM","119"
"9/5/2022 12:16:00 PM","165"
"9/5/2022 12:17:00 PM","170"
"9/5/2022 12:18:00 PM","118"
"9/5/2022 12:19:00 PM","151"
"9/5/2022 12:20:00 PM","248"
"9/5/2022 12:21:00 PM","143"
"9/5/2022 12:22:00 PM","127"
"9/5/2022 12:23:00 PM","150"
"9/5/2022 12:24:00 PM","101"
"9/5/2022 12:25:00 PM","115"
"9/5/2022 12:26:00 PM","136"
"9/5/2022 12:27:00 PM","126"
"9/5/2022 12:28:00 PM","112"
"9/5/2022 12:30:00 PM","136"
"9/5/2022 12:31:00 PM","156"
"9/5/2022 12:32:00 PM","190"
"9/5/2022 12:33:00 PM","214"
"9/5/2022 12:34:00 PM","287"
"9/5/2022 12:35:00 PM","235"
"9/5/2022 12:36:00 PM","139"
"9/5/2022 12:37:00 PM","135"
"9/5/2022 12:38:00 PM","98"
"9/5/2022 12:39:00 PM","215"
"9/5/2022 12:40:00 PM","113"
"9/5/2022 12:41:00 PM","140"
"9/5/2022 12:42:00 PM","115"
"9/5/2022 12:43:00 PM","125"
"9/5/2022 12:44:00 PM","131"
"9/5/2022 12:45:00 PM","392"
"9/5/2022 12:46:00 PM","118"
"9/5/2022 12:47:00 PM","123"
"9/5/2022 12:48:00 PM","354"
"9/5/2022 12:49:00 PM","214"
"9/5/2022 12:50:00 PM","109"
"9/5/2022 12:51:00 PM","79"
"9/5/2022 12:52:00 PM","189"
"9/5/2022 12:53:00 PM","118"
"9/5/2022 12:54:00 PM","109"
"9/5/2022 12:55:00 PM","115"
"9/5/2022 12:56:00 PM","147"
"9/5/2022 12:57:00 PM","122"
"9/5/2022 12:58:00 PM","147"
"9/5/2022 12:59:00 PM","131"
"9/5/2022 1:00:00 PM","241"
"9/5/2022 1:01:00 PM","218"
"9/5/2022 1:02:00 PM","138"
"9/5/2022 1:03:00 PM","215"
"9/5/2022 1:04:00 PM","120"
"9/5/2022 1:05:00 PM","132"
"9/5/2022 1:06:00 PM","111"
"9/5/2022 1:07:00 PM","153"
"9/5/2022 1:08:00 PM","323"
"9/5/2022 1:09:00 PM","141"
"9/5/2022 1:10:00 PM","130"
"9/5/2022 1:11:00 PM","156"
"9/5/2022 1:12:00 PM","132"
"9/5/2022 1:13:00 PM","179"
"9/5/2022 1:14:00 PM","111"
"9/5/2022 1:15:00 PM","108"
"9/5/2022 1:16:00 PM","118"
"9/5/2022 1:17:00 PM","242"
"9/5/2022 1:18:00 PM","194"
"9/5/2022 1:19:00 PM","187"
"9/5/2022 1:20:00 PM","339"
"9/5/2022 1:21:00 PM","127"
"9/5/2022 1:22:00 PM","451"
"9/5/2022 1:23:00 PM","132"
"9/5/2022 1:24:00 PM","142"
"9/5/2022 1:25:00 PM","212"
"9/5/2022 1:26:00 PM","150"
"9/5/2022 1:27:00 PM","184"
"9/5/2022 1:28:00 PM","96"
"9/5/2022 1:29:00 PM","105"
"9/5/2022 1:30:00 PM","168"
"9/5/2022 1:32:00 PM","259"
"9/5/2022 1:33:00 PM","92"
"9/5/2022 1:34:00 PM","176"
"9/5/2022 1:35:00 PM","132"
"9/5/2022 1:36:00 PM","314"
"9/5/2022 1:37:00 PM","152"
"9/5/2022 1:38:00 PM","174"
"9/5/2022 1:39:00 PM","149"
"9/5/2022 1:40:00 PM","220"
"9/5/2022 1:41:00 PM","116"
"9/5/2022 1:42:00 PM","155"
"9/5/2022 1:43:00 PM","144"
"9/5/2022 1:44:00 PM","137"
"9/5/2022 1:45:00 PM","79"
"9/5/2022 1:46:00 PM","120"
"9/5/2022 1:47:00 PM","96"
"9/5/2022 1:48:00 PM","106"
"9/5/2022 1:49:00 PM","133"
"9/5/2022 1:50:00 PM","124"
"9/5/2022 1:51:00 PM","140"
"9/5/2022 1:52:00 PM","112"
"9/5/2022 1:53:00 PM","113"
"9/5/2022 1:54:00 PM","137"
"9/5/2022 1:55:00 PM","313"
"9/5/2022 1:56:00 PM","201"
"9/5/2022 1:57:00 PM","154"
"9/5/2022 1:58:00 PM","149"
"9/5/2022 1:59:00 PM","158"
"9/5/2022 2:00:00 PM","188"
"9/5/2022 2:01:00 PM","196"
"9/5/2022 2:02:00 PM","183"
"9/5/2022 2:04:00 PM","161"
"9/5/2022 2:05:00 PM","174"
"9/5/2022 2:06:00 PM","200"
"9/5/2022 2:07:00 PM","159"
"9/5/2022 2:08:00 PM","147"
"9/5/2022 2:09:00 PM","140"
"9/5/2022 2:10:00 PM","157"
"9/5/2022 2:11:00 PM","192"
"9/5/2022 2:12:00 PM","172"
"9/5/2022 2:13:00 PM","143"
"9/5/2022 2:14:00 PM","205"
"9/5/2022 2:15:00 PM","165"
"9/5/2022 2:16:00 PM","123"
"9/5/2022 2:17:00 PM","190"
"9/5/2022 2:18:00 PM","149"
"9/5/2022 2:19:00 PM","168"
"9/5/2022 2:20:00 PM","156"
"9/5/2022 2:21:00 PM","265"
"9/5/2022 2:22:00 PM","189"
"9/5/2022 2:23:00 PM","174"
"9/5/2022 2:24:00 PM","238"
"9/5/2022 2:25:00 PM","138"
"9/5/2022 2:26:00 PM","148"
"9/5/2022 2:27:00 PM","207"
"9/5/2022 2:28:00 PM","160"
"9/5/2022 2:29:00 PM","144"
"9/5/2022 2:30:00 PM","263"
"9/5/2022 2:31:00 PM","139"
"9/5/2022 2:32:00 PM","157"
"9/5/2022 2:33:00 PM","137"
"9/5/2022 2:34:00 PM","103"
"9/5/2022 2:35:00 PM","124"
"9/5/2022 2:36:00 PM","187"
"9/5/2022 2:37:00 PM","123"
"9/5/2022 2:38:00 PM","143"
"9/5/2022 2:39:00 PM","125"
"9/5/2022 2:40:00 PM","230"
"9/5/2022 2:41:00 PM","113"
"9/5/2022 2:42:00 PM","138"
"9/5/2022 2:43:00 PM","113"
"9/5/2022 2:44:00 PM","134"
"9/5/2022 2:45:00 PM","109"
"9/5/2022 2:46:00 PM","181"
"9/5/2022 2:47:00 PM","99"
"9/5/2022 2:48:00 PM","114"
"9/5/2022 2:49:00 PM","147"
"9/5/2022 2:50:00 PM","123"
"9/5/2022 2:51:00 PM","120"
"9/5/2022 2:52:00 PM","131"
"9/5/2022 2:53:00 PM","155"
"9/5/2022 2:54:00 PM","146"
"9/5/2022 2:55:00 PM","113"
"9/5/2022 2:56:00 PM","184"
"9/5/2022 2:57:00 PM","174"
"9/5/2022 2:58:00 PM","126"
"9/5/2022 2:59:00 PM","152"
"9/5/2022 3:00:00 PM","185"
"9/5/2022 3:01:00 PM","253"
"9/5/2022 3:02:00 PM","124"
"9/5/2022 3:03:00 PM","163"
"9/5/2022 3:04:00 PM","173"
"9/5/2022 3:05:00 PM","172"
"9/5/2022 3:06:00 PM","184"
"9/5/2022 3:07:00 PM","184"
"9/5/2022 3:08:00 PM","144"
"9/5/2022 3:09:00 PM","146"
"9/5/2022 3:10:00 PM","135"
"9/5/2022 3:11:00 PM","227"
"9/5/2022 3:12:00 PM","169"
"9/5/2022 3:13:00 PM","136"
"9/5/2022 3:14:00 PM","120"
"9/5/2022 3:15:00 PM","133"
"9/5/2022 3:16:00 PM","147"
"9/5/2022 3:17:00 PM","90"
"9/5/2022 3:18:00 PM","153"
"9/5/2022 3:19:00 PM","276"
"9/5/2022 3:20:00 PM","113"
"9/5/2022 3:21:00 PM","115"
"9/5/2022 3:22:00 PM","147"
"9/5/2022 3:23:00 PM","113"
"9/5/2022 3:24:00 PM","106"
"9/5/2022 3:25:00 PM","123"
"9/5/2022 3:26:00 PM","149"
"9/5/2022 3:27:00 PM","129"
"9/5/2022 3:28:00 PM","243"
"9/5/2022 3:29:00 PM","97"
"9/5/2022 3:30:00 PM","158"
"9/5/2022 3:31:00 PM","152"
"9/5/2022 3:32:00 PM","282"
"9/5/2022 3:33:00 PM","120"
"9/5/2022 3:35:00 PM","81"
"9/5/2022 3:36:00 PM","122"
"9/5/2022 3:37:00 PM","98"
"9/5/2022 3:38:00 PM","126"
"9/5/2022 3:39:00 PM","122"
"9/5/2022 3:40:00 PM","259"
"9/5/2022 3:41:00 PM","139"
"9/5/2022 3:42:00 PM","146"
"9/5/2022 3:43:00 PM","131"
"9/5/2022 3:44:00 PM","111"
"9/5/2022 3:45:00 PM","179"
"9/5/2022 3:46:00 PM","118"
"9/5/2022 3:47:00 PM","159"
"9/5/2022 3:48:00 PM","159"
"9/5/2022 3:49:00 PM","159"
"9/5/2022 3:50:00 PM","159"
"9/5/2022 3:51:00 PM","251"
"9/5/2022 3:52:00 PM","139"
"9/5/2022 3:53:00 PM","134"
"9/5/2022 3:54:00 PM","137"
"9/5/2022 3:55:00 PM","223"
"9/5/2022 3:56:00 PM","128"
"9/5/2022 3:57:00 PM","166"
"9/5/2022 3:58:00 PM","120"
"9/5/2022 3:59:00 PM","59"
"9/5/2022 4:00:00 PM","208"
"9/5/2022 4:01:00 PM","112"
"9/5/2022 4:02:00 PM","121"
"9/5/2022 4:03:00 PM","159"
"9/5/2022 4:04:00 PM","138"
"9/5/2022 4:05:00 PM","111"
"9/5/2022 4:06:00 PM","131"
"9/5/2022 4:07:00 PM","125"
"9/5/2022 4:08:00 PM","82"
"9/5/2022 4:09:00 PM","92"
"9/5/2022 4:10:00 PM","96"
"9/5/2022 4:11:00 PM","103"
"9/5/2022 4:12:00 PM","103"
"9/5/2022 4:13:00 PM","129"
"9/5/2022 4:14:00 PM","145"
"9/5/2022 4:15:00 PM","115"
"9/5/2022 4:16:00 PM","137"
"9/5/2022 4:17:00 PM","103"
"9/5/2022 4:18:00 PM","134"
"9/5/2022 4:19:00 PM","147"
"9/5/2022 4:20:00 PM","122"
"9/5/2022 4:21:00 PM","129"
"9/5/2022 4:22:00 PM","117"
"9/5/2022 4:23:00 PM","84"
"9/5/2022 4:24:00 PM","86"
"9/5/2022 4:25:00 PM","105"
"9/5/2022 4:26:00 PM","105"
"9/5/2022 4:27:00 PM","277"
"9/5/2022 4:28:00 PM","157"
"9/5/2022 4:29:00 PM","205"
"9/5/2022 4:30:00 PM","151"
"9/5/2022 4:31:00 PM","149"
"9/5/2022 4:32:00 PM","124"
"9/5/2022 4:33:00 PM","130"
"9/5/2022 4:34:00 PM","140"
"9/5/2022 4:35:00 PM","94"
"9/5/2022 4:36:00 PM","125"
"9/5/2022 4:37:00 PM","105"
"9/5/2022 4:38:00 PM","123"
"9/5/2022 4:39:00 PM","169"
"9/5/2022 4:40:00 PM","112"
"9/5/2022 4:41:00 PM","106"
"9/5/2022 4:42:00 PM","88"
"9/5/2022 4:43:00 PM","115"
"9/5/2022 4:44:00 PM","111"
"9/5/2022 4:45:00 PM","125"
"9/5/2022 4:46:00 PM","94"
"9/5/2022 4:47:00 PM","223"
"9/5/2022 4:48:00 PM","112"
"9/5/2022 4:49:00 PM","95"
"9/5/2022 4:50:00 PM","106"
"9/5/2022 4:51:00 PM","134"
"9/5/2022 4:52:00 PM","91"
"9/5/2022 4:53:00 PM","96"
"9/5/2022 4:54:00 PM","259"
"9/5/2022 4:55:00 PM","209"
"9/5/2022 4:56:00 PM","125"
"9/5/2022 4:57:00 PM","83"
"9/5/2022 4:58:00 PM","82"
"9/5/2022 4:59:00 PM","175"
"9/5/2022 5:00:00 PM","272"
"9/5/2022 5:01:00 PM","168"
"9/5/2022 5:02:00 PM","116"
"9/5/2022 5:03:00 PM","85"
"9/5/2022 5:04:00 PM","103"
"9/5/2022 5:06:00 PM","98"
"9/5/2022 5:07:00 PM","99"
"9/5/2022 5:08:00 PM","136"
"9/5/2022 5:09:00 PM","90"
"9/5/2022 5:10:00 PM","114"
"9/5/2022 5:11:00 PM","155"
"9/5/2022 5:12:00 PM","133"
"9/5/2022 5:13:00 PM","110"
"9/5/2022 5:14:00 PM","115"
"9/5/2022 5:15:00 PM","99"
"9/5/2022 5:16:00 PM","144"
"9/5/2022 5:17:00 PM","167"
"9/5/2022 5:18:00 PM","104"
"9/5/2022 5:19:00 PM","94"
"9/5/2022 5:20:00 PM","103"
"9/5/2022 5:21:00 PM","145"
"9/5/2022 5:22:00 PM","72"
"9/5/2022 5:23:00 PM","136"
"9/5/2022 5:24:00 PM","116"
"9/5/2022 5:25:00 PM","152"
"9/5/2022 5:26:00 PM","117"
"9/5/2022 5:27:00 PM","112"
"9/5/2022 5:28:00 PM","99"
"9/5/2022 5:29:00 PM","118"
"9/5/2022 5:30:00 PM","142"
"9/5/2022 5:31:00 PM","58"
"9/5/2022 5:32:00 PM","93"
"9/5/2022 5:33:00 PM","87"
"9/5/2022 5:34:00 PM","105"
"9/5/2022 5:35:00 PM","158"
"9/5/2022 5:36:00 PM","89"
"9/5/2022 5:37:00 PM","112"
"9/5/2022 5:38:00 PM","126"
"9/5/2022 5:39:00 PM","74"
"9/5/2022 5:40:00 PM","64"
"9/5/2022 5:41:00 PM","82"
"9/5/2022 5:42:00 PM","95"
"9/5/2022 5:43:00 PM","123"
"9/5/2022 5:44:00 PM","81"
"9/5/2022 5:45:00 PM","97"
"9/5/2022 5:46:00 PM","50"
